A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	#	0	0	1	0	0.27550608968587587	0.7727272727272727	1	131.74908170840808	4953	4629	0.6666666666666666	126.43635213551009	17	22
1	0	#	#	1	#	0	0.0	0.0	2	132.04398458609325	4671	4671	0.5	34123.28675698093	0	40
#	1	#	0	#	0	1	0.0	0.0	1	158.8482464166368	4682	4682	0.5	10262.535397408292	0	39
#	1	#	0	#	1	0	0.0357074950308936	0.5135135135135135	1	133.3687629463031	4953	4693	0.5	2413.0536718824255	19	37
#	1	0	0	#	1	1	0.023847592523562257	0.47368421052631576	1	143.8623748320133	4979	4694	0.6666666666666666	143.8623748320133	9	19
#	0	#	#	0	0	0	0.17525145137855438	0.7058823529411765	1	151.42912253836934	4989	4733	0.5	151.53640317296168	24	34
#	#	1	#	#	0	0	0.01734152991583261	0.4444444444444444	1	136.44603783416665	4973	4781	0.3333333333333333	4226.522890648068	24	54
#	#	1	0	1	1	1	0.20346349914002398	0.7272727272727273	1	142.0490112	4941	4813	0.6666666666666666	142.0490112	8	11
0	#	0	#	0	#	0	0.2567458542283846	0.7619047619047619	1	139.1050213553668	4989	4827	0.5	135.6312766942085	16	21
0	#	0	0	#	#	1	0.0	0.0	1	151.44863413502608	4840	4840	0.5	151.0607926687826	0	20
1	0	#	#	0	#	1	0.0	0.0	1	139.60637958144	4868	4868	0.5	139.60637958144	0	16
1	1	#	#	#	#	1	0.025480396799999996	0.48	1	156.5756275834267	4979	4892	0.3333333333333333	3969.997355472922	12	25
1	1	#	#	#	0	1	0.0	0.0	1	158.61759999999998	4930	4930	0.5	158.61759999999998	0	8
0	#	1	0	#	#	0	0.014458261438686257	0.42857142857142855	1	123.14399999999999	4938	4938	0.5	123.14399999999999	3	7
1	#	#	#	#	#	1	0.03125	0.5	1	140.64067350690388	4979	4941	0.16666666666666666	2907.5899500090986	14	28
0	1	#	#	0	1	1	1.0	1.0	1	153.0	4962	4962	0.6666666666666666	153.0	1	1
1	#	#	#	1	0	0	0.1	1.0	1	150.7047150318335	4994	4994	0.5	150.7047150318335	0	0
1	0	#	1	0	#	1	0.1	1.0	1	139.44053435708642	4996	4996	0.6666666666666666	139.44053435708642	0	0
